"","prev","b_int","cmi","auc","auc_uncorrected","auc_diff"
"118",-4,0.1,0.5,0.616681694046414,0.468265858461402,0.148415835585012
"119",-4,0.2,0.5,0.619148001451905,0.481730989384867,0.137417012067038
"120",-4,0.3,0.5,0.616816633741396,0.492144586285665,0.124672047455731
"121",-4,0.4,0.5,0.615278926561232,0.554526196723634,0.0607527298375978
"122",-4,0.5,0.5,0.613871920037841,0.577781237384671,0.0360906826531701
"123",-4,0.6,0.5,0.613233856103208,0.595283948434723,0.0179499076684855
"124",-4,0.7,0.5,0.610198065370814,0.603504011067118,0.00669405430369563
"125",-4,0.8,0.5,0.611955751374091,0.6137551138854,-0.00179936251130919
"126",-4,0.9,0.5,0.620299165568522,0.627886857158106,-0.00758769158958406
"127",-4,0.1,0.6,0.646147910511769,0.569366668006833,0.0767812425049352
"128",-4,0.2,0.6,0.644886394879107,0.571065095098983,0.0738212997801236
"129",-4,0.3,0.6,0.642540300645813,0.572710748488155,0.0698295521576576
"130",-4,0.4,0.6,0.640343301610624,0.57769564400976,0.0626476576008641
"131",-4,0.5,0.6,0.63704241055644,0.586361351855719,0.0506810587007215
"132",-4,0.6,0.6,0.639123162831032,0.590573309694406,0.0485498531366255
"133",-4,0.7,0.6,0.631909887592371,0.600514079796377,0.0313958077959945
"134",-4,0.8,0.6,0.630926689348088,0.609660849409879,0.0212658399382091
"135",-4,0.9,0.6,0.631541961821267,0.618175068428952,0.0133668933923144
"136",-4,0.1,0.7,0.687223773665428,0.600703255208896,0.0865205184565317
"137",-4,0.2,0.7,0.688453910643137,0.598966512722129,0.0894873979210078
"138",-4,0.3,0.7,0.686414558764392,0.603042665885638,0.0833718928787542
"139",-4,0.4,0.7,0.685306123824504,0.605126103700387,0.0801800201241166
"140",-4,0.5,0.7,0.685503613643187,0.608431209463944,0.0770724041792429
"141",-4,0.6,0.7,0.68176867987526,0.61435221967338,0.0674164602018804
"142",-4,0.7,0.7,0.675726139684677,0.61979539768786,0.0559307419968171
"143",-4,0.8,0.7,0.675363718299896,0.626932035981619,0.0484316823182768
"144",-4,0.9,0.7,0.671573175334109,0.632397110699412,0.0391760646346972
"145",-4,0.1,0.8,0,0.0650776696445612,-0.0650776696445612
"146",-4,0.2,0.8,0,0.131677792960972,-0.131677792960972
"147",-4,0.3,0.8,0,0.0785320483360295,-0.0785320483360295
"148",-4,0.4,0.8,0,0.0133587905545842,-0.0133587905545842
"149",-4,0.5,0.8,0,0.0788279491541564,-0.0788279491541564
"150",-4,0.6,0.8,0,0.0389300615499517,-0.0389300615499517
"151",-4,0.7,0.8,0,0.0130593466221367,-0.0130593466221367
"152",-4,0.8,0.8,0,0.0402917296692632,-0.0402917296692632
"153",-4,0.9,0.8,0,0.0270982677212785,-0.0270982677212785
"154",-4,0.1,0.9,0,0,0
"155",-4,0.2,0.9,0,0.0145989345382535,-0.0145989345382535
"156",-4,0.3,0.9,0,0.0146737192156863,-0.0146737192156863
"157",-4,0.4,0.9,0,0.0146930480413629,-0.0146930480413629
"158",-4,0.5,0.9,0,0,0
"159",-4,0.6,0.9,0,0,0
"160",-4,0.7,0.9,0,0,0
"161",-4,0.8,0.9,0,0,0
"162",-4,0.9,0.9,0,0,0
"163",-2.5,0.1,0.1,0.645286216780546,0.638123760234507,0.00716245654603975
"164",-2.5,0.2,0.1,0.653466207370477,0.647399202343935,0.006067005026542
"165",-2.5,0.3,0.1,0.659938438744883,0.655002533566613,0.00493590517827058
"166",-2.5,0.4,0.1,0.664265787448243,0.660766653708256,0.00349913373998745
"167",-2.5,0.5,0.1,0.67170141544875,0.669142763334252,0.00255865211449846
"168",-2.5,0.6,0.1,0,0,0
"169",-2.5,0.7,0.1,0,0,0
"170",-2.5,0.8,0.1,0,0,0
"171",-2.5,0.9,0.1,0,0,0
"172",-2.5,0.1,0.2,0.619370633307629,0.594149565536344,0.0252210677712847
"173",-2.5,0.2,0.2,0.624940391598586,0.603884481858946,0.0210559097396406
"174",-2.5,0.3,0.2,0.629285069722383,0.613390807370173,0.0158942623522099
"175",-2.5,0.4,0.2,0.637214888394942,0.624307143216514,0.0129077451784279
"176",-2.5,0.5,0.2,0.646039519955832,0.637346941035906,0.00869257891992525
"177",-2.5,0.6,0.2,0,0.0127965397572172,-0.0127965397572172
"178",-2.5,0.7,0.2,0,0,0
"179",-2.5,0.8,0.2,0,0,0
"180",-2.5,0.9,0.2,0,0,0
"181",-2.5,0.1,0.3,0.607556786860797,0.552948973878026,0.0546078129827708
"182",-2.5,0.2,0.3,0.611955296993458,0.567137981527988,0.0448173154654702
"183",-2.5,0.3,0.3,0.610470503540372,0.576082122662336,0.0343883808780352
"184",-2.5,0.4,0.3,0.616960347194973,0.592679099118978,0.0242812480759954
"185",-2.5,0.5,0.3,0.624321160755673,0.606969313687947,0.0173518470677252
"186",-2.5,0.6,0.3,0,0.0124834018052033,-0.0124834018052033
"187",-2.5,0.7,0.3,0,0,0
"188",-2.5,0.8,0.3,0,0,0
"189",-2.5,0.9,0.3,0,0,0
"190",-2.5,0.1,0.4,0.61544248789889,0.499033867825406,0.116408620073484
"191",-2.5,0.2,0.4,0.612787235080498,0.532284060031371,0.0805031750491275
"192",-2.5,0.3,0.4,0.614199870351068,0.554298180940792,0.0599016894102762
"193",-2.5,0.4,0.4,0.614860681274935,0.569215498427618,0.0456451828473171
"194",-2.5,0.5,0.4,0.62099144407961,0.583982744288323,0.0370086997912867
"195",-2.5,0.6,0.4,0,0.0119612350453258,-0.0119612350453258
"196",-2.5,0.7,0.4,0,0.0122394633500333,-0.0122394633500333
"197",-2.5,0.8,0.4,0,0,0
"198",-2.5,0.9,0.4,0,0,0
"199",-2.5,0.1,0.5,0,0.15984506959459,-0.15984506959459
"200",-2.5,0.2,0.5,0,0.0836803930846137,-0.0836803930846137
"201",-2.5,0.3,0.5,0,0.0993524039804767,-0.0993524039804767
"202",-2.5,0.4,0.5,0,0.0440385948614968,-0.0440385948614968
"203",-2.5,0.5,0.5,0,0.0113297902266859,-0.0113297902266859
"204",-2.5,0.6,0.5,0,0.0117244897666773,-0.0117244897666773
