"","prev","b_int","cmi","auc","auc_uncorrected","auc_diff"
"229",-2.5,0.4,0.8,0.728716607084306,0.66254150798817,0.066175099096136
"230",-2.5,0.5,0.8,0.729106412589287,0.671777061480729,0.0573293511085582
"231",-2.5,0.6,0.8,0.729875090368873,0.6816911218565,0.0481839685123723
"232",-2.5,0.7,0.8,0.730333650039746,0.69144053729372,0.0388931127460264
"233",-2.5,0.8,0.8,0.730295097949876,0.698746714355139,0.0315483835947366
"234",-2.5,0.9,0.8,0.730098505734111,0.705563186035057,0.0245353196990539
"235",-2.5,0.1,0.9,0.775261644366552,0.732329469297712,0.0429321750688402
"236",-2.5,0.2,0.9,0.775097233459637,0.733309716153454,0.0417875173061837
"237",-2.5,0.3,0.9,0.775151960011954,0.735118291791775,0.0400336682201785
"238",-2.5,0.4,0.9,0.775480594228851,0.73819207236586,0.0372885218629911
"239",-2.5,0.5,0.9,0.775496195664736,0.741789664591687,0.0337065310730489
"240",-2.5,0.6,0.9,0.775848001095739,0.745170228876293,0.0306777722194459
"241",-2.5,0.7,0.9,0.775663807990926,0.747891378220429,0.0277724297704972
"242",-2.5,0.8,0.9,0.775590588295985,0.75029476550002,0.0252958227959651
"243",-2.5,0.9,0.9,0.775257541605474,0.751823644129815,0.0234338974756587
